witness_qualified	witness_module	failure_class	error_message	reference_bare_name	selected_decl_module	selected_decl_params	candidate_decl_modules	scope_module_count	scope_ambiguous_bare_names
v2.test.execution.pick_ingested_probe.pick_probe_resolved_then_arm_has_magnitude_child_holds	v2.test.execution.pick_ingested_probe	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					918	98
v2.test.execution.pick_ingested_probe.pick_probe_resolved_else_arm_has_magnitude_child_holds	v2.test.execution.pick_ingested_probe	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					918	98
v2.test.execution.pick_ingested_probe.pick_probe_normalized_then_arm_has_magnitude_child_holds	v2.test.execution.pick_ingested_probe	other	witness receipt wall budget exceeded: 502ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					918	98
v2.test.execution.pick_ingested_probe.pick_probe_parsed_then_arm_has_magnitude_child_holds	v2.test.execution.pick_ingested_probe	other	eval budget exceeded: 502ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					918	98
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_normalized_swapped_arms_structural_red_holds	v2.test.execution.pick_ingested_structural_lowering	other	witness receipt wall budget exceeded: 502ms wall > 500ms whole-receipt budget (falsifier wet/silent-pick lane; kill-at-deadline)					135	0
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_pick_true_executes_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_pick_false_executes_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 502ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_swapped_arms_red_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 502ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_pipeline_resolves_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 502ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_normalized_arrow_has_branch_body_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 503ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick_ingested_parsed_module_from_source_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick2_ingested_pick_true_executes_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick2_ingested_pick_false_executes_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.pick_ingested_structural_lowering.pick2_ingested_swapped_arms_red_holds	v2.test.execution.pick_ingested_structural_lowering	other	eval budget exceeded: 501ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					135	0
v2.test.execution.proactive_verification_ledger_overlap_execution.proactive_verification_ledger_overlap_execution_holds	v2.test.execution.proactive_verification_ledger_overlap_execution	other	type error: hermetic mode: no mock_response for operation IsExecutable — refusing to fabricate Unit					91	0
v2.test.execution.rust_emit_host_call_equals_eval.rust_emit_host_call_equals_eval_holds	v2.test.execution.rust_emit_host_call_equals_eval	other	host tool unresolved: "cargo" (probed: /home/ghrunner/.cargo/bin/cargo, /usr/local/sbin/cargo, /usr/local/bin/cargo, /usr/sbin/cargo, /usr/bin/cargo, /snap/bin/cargo, /home/ghrunner/.cargo/bin/cargo)					137	0
v2.test.execution.rust_emit_host_call_equals_eval.rust_emit_host_call_wrong_oracle_refuses_holds	v2.test.execution.rust_emit_host_call_equals_eval	other	host tool unresolved: "cargo" (probed: /home/ghrunner/.cargo/bin/cargo, /usr/local/sbin/cargo, /usr/local/bin/cargo, /usr/sbin/cargo, /usr/bin/cargo, /snap/bin/cargo, /home/ghrunner/.cargo/bin/cargo)					137	0
v2.test.extdeps.spice_rc_passive_deck_claims.spice_rc_passive_deck_authority_holds	v2.test.extdeps.spice_rc_passive_deck_claims	no_such_function	no such function: spice_rc_passive_deck	spice_rc_passive_deck				910	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_build_policy_leak.corpus_cargo_build_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_build_policy_leak	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_clippy_dead_param.corpus_cargo_clippy_dead_param_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_clippy_dead_param	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_doc_dead_param.corpus_cargo_doc_dead_param_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_doc_dead_param	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_doc_policy_leak.corpus_cargo_doc_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_doc_policy_leak	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_fmt_dead_param.corpus_cargo_fmt_dead_param_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_fmt_dead_param	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_fmt_policy_leak.corpus_cargo_fmt_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_fmt_policy_leak	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.cargo_run_dead_param.corpus_cargo_run_dead_param_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.cargo_run_dead_param	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.gcp_login_dead_param.corpus_gcp_login_dead_param_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.gcp_login_dead_param	no_such_function	no such function: extdeps_gcp_module	extdeps_gcp_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.gcp_oauth_fusion_fork.corpus_gcp_oauth_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.gcp_oauth_fusion_fork	no_such_function	no such function: extdeps_gcp_module	extdeps_gcp_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.gist_create_policy_leak.corpus_gist_create_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.gist_create_policy_leak	no_such_function	no such function: extdeps_github_gists_module	extdeps_github_gists_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.git_policy_leak.corpus_git_policy_leak_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.git_policy_leak	no_such_function	no such function: extdeps_git_module	extdeps_git_module				911	97
v2.test.extdeps_shape_transport_policy.corpus.runtime_local_embedded_policy.corpus_runtime_local_embedded_policy_defused_holds	v2.test.extdeps_shape_transport_policy.corpus.runtime_local_embedded_policy	no_such_function	no such function: extdeps_runtime_local_module	extdeps_runtime_local_module				911	97
v2.test.extdeps_shape_transport_policy.coverage_domain_equivalence_test.extdeps_shape_transport_policy_coverage_domain_equivalence_holds	v2.test.extdeps_shape_transport_policy.coverage_domain_equivalence_test	no_such_function	no such function: witness_policy_leak_cargo_build_lens_unit_module	witness_policy_leak_cargo_build_lens_unit_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.clean_gist_create.clean_gist_create_is_green_holds	v2.test.extdeps_shape_transport_policy.lens_unit.clean_gist_create	no_such_function	no such function: extdeps_github_gists_module	extdeps_github_gists_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.clean_git_diff.clean_git_diff_is_green_holds	v2.test.extdeps_shape_transport_policy.lens_unit.clean_git_diff	no_such_function	no such function: extdeps_git_module	extdeps_git_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.dead_param_cargo_build.dead_param_cargo_build_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.dead_param_cargo_build	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.dead_param_cargo_clippy.dead_param_cargo_clippy_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.dead_param_cargo_clippy	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.dead_param_gcp_login.dead_param_gcp_login_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.dead_param_gcp_login	no_such_function	no such function: extdeps_gcp_module	extdeps_gcp_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.embedded_policy_literal_local.embedded_policy_literal_local_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.embedded_policy_literal_local	no_such_function	no such function: extdeps_runtime_local_module	extdeps_runtime_local_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.module_path_rename.module_path_rename_resolves_by_qn_not_filepath_holds	v2.test.extdeps_shape_transport_policy.lens_unit.module_path_rename	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.module_path_rename.module_path_rename_unknown_qn_does_not_resolve_holds	v2.test.extdeps_shape_transport_policy.lens_unit.module_path_rename	no_such_function	no such function: bogus_extdeps_module	bogus_extdeps_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.module_source_nickname_literal_green.module_source_nickname_literal_exempt_literals_is_green_holds	v2.test.extdeps_shape_transport_policy.lens_unit.module_source_nickname_literal_green	no_such_function	no such function: module_source_nickname_literal_green_module	module_source_nickname_literal_green_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.module_source_nickname_literal_coverage_domain_green.module_source_nickname_literal_coverage_domain_is_green_holds	v2.test.extdeps_shape_transport_policy.lens_unit.module_source_nickname_literal_coverage_domain_green	no_such_function	no such function: coverage_domain_equivalence_module	coverage_domain_equivalence_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.module_source_nickname_literal_local_red.module_source_nickname_literal_local_red_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.module_source_nickname_literal_local_red	no_such_function	no such function: module_source_nickname_literal_local_red_module	module_source_nickname_literal_local_red_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.policy_leak_cargo_build.policy_leak_cargo_build_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.policy_leak_cargo_build	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.policy_leak_cargo_doc.policy_leak_cargo_doc_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.policy_leak_cargo_doc	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.policy_leak_cargo_fmt.policy_leak_cargo_fmt_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.policy_leak_cargo_fmt	no_such_function	no such function: extdeps_cargo_build_module	extdeps_cargo_build_module				911	97
v2.test.extdeps_shape_transport_policy.lens_unit.transport_fusion_gcp_oauth.transport_fusion_gcp_oauth_is_red_holds	v2.test.extdeps_shape_transport_policy.lens_unit.transport_fusion_gcp_oauth	no_such_function	no such function: extdeps_gcp_module	extdeps_gcp_module				911	97
v2.test.fact_cardinality.lens_unit.synthetic_fork_red.synthetic_fork_red_holds	v2.test.fact_cardinality.lens_unit.synthetic_fork_red	no_such_function	no such function: Dag	Dag				911	97
v2.test.fn_family.lens_unit.discriminators_test.witness_pair_related	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_structural_difference_unrelated	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_bare_atoms_unrelated	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_identical_defs_related	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_three_member_family_found	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_family_member_count_and_holes	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_disjoint_defs_no_family	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_subject_extraction_finds_two	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_module_family_count_one	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_sigma_family_fires_through_linearity_registry	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_disjoint_decls_quiet_through_linearity_registry	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_relatedness_is_transitive_across_different_slots	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.fn_family.lens_unit.discriminators_test.witness_first_fit_group_is_stable_across_slot_union	v2.test.fn_family.lens_unit.discriminators_test	call_contract_mismatch	call contract mismatch calling 'atom_node': no parameter named 'id' (declared: [s])	atom_node	v2.std.effects	s	v2.std.effects|v2.test.fn_family.lens_unit.discriminators_test	915	98
v2.test.claim.generated_conformance_floor.generated_coproduct_exhaustiveness_is_diagnostic	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_coproduct_exhaustiveness_diagnostic_claim	witness_coproduct_exhaustiveness_diagnostic_claim				925	97
v2.test.claim.generated_conformance_floor.generated_coproduct_exhaustiveness_anchor_holds	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_coproduct_exhaustiveness_uses_generated_anchor	witness_coproduct_exhaustiveness_uses_generated_anchor				925	97
v2.test.claim.generated_conformance_floor.generated_coproduct_exhaustiveness_roster_covers_testclaim	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_coproduct_exhaustiveness_all_variants_emit	witness_coproduct_exhaustiveness_all_variants_emit				925	97
v2.test.claim.generated_conformance_floor.generated_coproduct_exhaustiveness_covers_every_coproduct	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_coproduct_exhaustiveness_generator_count	witness_coproduct_exhaustiveness_generator_count				925	97
v2.test.claim.generated_conformance_floor.generated_cross_representation_equality_is_equals	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_cross_representation_equality_is_equals	witness_cross_representation_equality_is_equals				925	97
v2.test.claim.generated_conformance_floor.generated_cross_representation_equality_anchor_holds	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_cross_representation_equality_uses_generated_anchor	witness_cross_representation_equality_uses_generated_anchor				925	97
v2.test.claim.generated_conformance_floor.generated_cross_representation_equality_covers_bool	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_cross_representation_equality_covers_bool	witness_cross_representation_equality_covers_bool				925	97
v2.test.claim.generated_conformance_floor.generated_cross_representation_equality_covers_optional_null	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_cross_representation_equality_covers_optional_null	witness_cross_representation_equality_covers_optional_null				925	97
v2.test.claim.generated_conformance_floor.generated_refinement_preserves_nonempty_list_base	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_refinement_preserves_nonempty_list_base	witness_refinement_preserves_nonempty_list_base				925	97
v2.test.claim.generated_conformance_floor.generated_refinement_subject_anchor_holds	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_refinement_preservation_subject_anchor	witness_refinement_preservation_subject_anchor				925	97
v2.test.claim.generated_conformance_floor.generated_refinement_scheduler_emits_one_generator	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_refinement_preservation_scheduler_emits_one_generator	witness_refinement_preservation_scheduler_emits_one_generator				925	97
v2.test.claim.generated_conformance_floor.generated_refinement_claim_emits	v2.test.claim.generated_conformance_floor	no_such_function	no such function: claim_refinement_nonempty_list_base_preserved	claim_refinement_nonempty_list_base_preserved				925	97
v2.test.claim.generated_conformance_floor.generated_lbe_conj_snapshot_passes	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_lbe_conj_snapshot_pass	witness_lbe_conj_snapshot_pass				925	97
v2.test.claim.generated_conformance_floor.generated_lbe_disj_snapshot_passes	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_lbe_disj_snapshot_pass	witness_lbe_disj_snapshot_pass				925	97
v2.test.claim.generated_conformance_floor.generated_lbe_transform_snapshot_passes	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_lbe_transform_snapshot_pass	witness_lbe_transform_snapshot_pass				925	97
v2.test.claim.generated_conformance_floor.generated_lbe_schedules_three_generators	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_testgen_schedules_three_lbe_generators	witness_testgen_schedules_three_lbe_generators				925	97
v2.test.claim.generated_conformance_floor.generated_lbe_dag_surface_language_identity	v2.test.claim.generated_conformance_floor	no_such_function	no such function: witness_dag_surface_language_identity	witness_dag_surface_language_identity				925	97
v2.test.claim.generated_conformance_floor.generated_witness_validity_constraint_satisfaction_emits	v2.test.claim.generated_conformance_floor	no_such_function	no such function: row_witness_validity_constraint_satisfaction_holds	row_witness_validity_constraint_satisfaction_holds				925	97
v2.test.claim.generated_conformance_floor.generated_witness_validity_property_symbol_mismatch_emits	v2.test.claim.generated_conformance_floor	no_such_function	no such function: row_witness_validity_property_symbol_mismatch	row_witness_validity_property_symbol_mismatch				925	97
v2.test.claim.generated_conformance_floor.generated_witness_validity_evidence_node_mismatch_emits	v2.test.claim.generated_conformance_floor	no_such_function	no such function: row_witness_validity_evidence_node_mismatch	row_witness_validity_evidence_node_mismatch				925	97
v2.test.claim.generated_conformance_floor.generated_witness_validity_rule_not_realized_emits	v2.test.claim.generated_conformance_floor	no_such_function	no such function: row_witness_validity_rule_not_realized	row_witness_validity_rule_not_realized				925	97
v2.test.claim.generated_conformance_floor.generated_wishlist_dispatched_count_holds	v2.test.claim.generated_conformance_floor	other	non-exhaustive pattern match on: [Node { kind: TypeNode { connective: Conj }, children: [], occurrence_id: SyntheticOccurrence }]					925	97
v2.test.claim.gha_workflow_yaml_fold_structural.gha_fold_structural_tier_holds	v2.test.claim.gha_workflow_yaml_fold_structural	no_such_function	no such function: gha_fold_pilot_job	gha_fold_pilot_job				912	97
v2.test.claim.identity_captured_navigation.roster_gate.roster_dag_language_model_zero_suspects_within_ratchet	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 529ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
v2.test.claim.identity_captured_navigation.roster_gate.roster_body_lowering_fold_zero_suspects_within_ratchet	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 509ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
v2.test.claim.identity_captured_navigation.roster_gate.roster_ingest_stage_zero_suspects_within_ratchet	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 502ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
v2.test.claim.identity_captured_navigation.roster_gate.roster_parse_stage_zero_suspects_within_ratchet	v2.test.claim.identity_captured_navigation.roster_gate	other	eval budget exceeded: 506ms thread-CPU > 500ms fast-lane budget (operator 5s rule 2026-07-12). This budget is enforced on THREAD CPU, not wall. RELOCATING THE FILE DOES NOT DISCHARGE IT: moving a witness under a long/ dir removes it from per-PR discovery without giving it an executing consumer, which deletes the coverage while retaining the source (the gunbc#7762 specimen behind the 2026-08-04 admission ruling). Either reduce the witness's cost, or enroll it in a lane that declares its own dated ceiling AND names the row as an executing consumer.					913	99
